"","Pos","Points","Assists","Rebounds","Year"
"6086","SG",13.5,2.2,4.1,2020
"6087","C",3,0.3,4.1,2020
"6088","SF",4.4,2.3,3.5,2021
"6089","C",18.7,5.4,8.9,2021
"6090","C",7.1,0.8,5.4,2021
"6091","SF",13.1,1.8,3.5,2021
"6092","PG",4.8,1.3,1.1,2021
"6093","PG",13.4,4.4,3.4,2021
"6094","SF",21.5,7.1,6.9,2021
"6095","PF",2.5,0.5,1.9,2021
"6096","PG",14.6,2.6,3.2,2021
"6097","SF",6.1,0.6,1,2021
"6098","C",3.3,0.7,2.3,2021
"6099","PF",6.5,1.9,3.4,2021
"6100","PF",5,0.5,3.4,2021
"6101","SF",9.4,1.8,4.8,2021
"6102","SG",15.1,3.4,5,2021
"6103","C",4,0,1,2021
"6104","SG",19.8,4.6,4.9,2021
"6105","PG",15.8,8,4.3,2001
"6106","PG",2.5,1.5,0.8,2001
"6107","PG",4.9,2.9,1,2001
"6108","SF",4.3,1.4,1.6,2001
"6109","PF",11.4,0.8,5.2,2001
"6110","C",7.6,0.3,4.7,2001
"6111","SF",3.9,0.4,2.1,2001
"6112","PF",11.3,1.3,9.7,2001
"6113","PF",1.3,0,1.2,2001
"6114","PF",1.7,0.2,1.3,2001
"6115","SF",11.5,2.9,4,2001
"6116","SF",12.8,1.6,4.3,2001
"6117","SG",11.1,1.8,4.3,2001
"6118","PG",0.8,1.3,0.5,2001
"6119","C",5.7,0.9,4.3,2001
"6120","SG",6,1.2,1.4,2001
"6121","SG",7.1,1.5,3,2001
"6122","C",11.7,0.8,6.7,2001
"6123","PG",16.5,10.9,4.6,2002
"6124","PG",3.2,2.3,1.2,2002
"6125","PF",3.4,0.3,4.3,2002
"6126","SG",4.2,0.8,1.7,2002
"6127","C",7.7,0.3,5.3,2002
"6128","C",1.4,0.3,1,2002
"6129","SG",1.5,1,1.1,2002
"6130","PF",8.3,1.4,6,2002
"6131","SF",16.6,2.2,5.2,2002
"6132","C",4.6,0.6,4,2002
"6133","SF",11.7,2.2,3,2002
"6134","SG",4.8,1.4,1.3,2002
"6135","PF",8,0.9,10.5,2002
"6136","SG",15.1,2.2,3.7,2002
"6137","C",11.1,1.1,5.4,2002
"6138","PG",13.6,6.7,4,2003
"6139","PF",6.3,0.7,4.4,2003
"6140","PF",3.7,0.5,2.3,2003
"6141","SG",16.8,1.9,5,2003
"6142","PF",18.5,2.5,11.4,2003
"6143","SG",9.7,1.1,2.5,2003
"6144","SG",6.4,1.6,1.3,2003
"6145","SF",14.6,3.6,6.6,2003
"6146","SF",7.4,2.9,2.4,2003
"6147","C",4.5,0.3,3.3,2003
"6148","C",12.3,1.3,9.1,2003
"6149","SG",9.4,0.9,4.8,2003
"6150","C",4.2,1,3.1,2003
"6151","SF",4.4,0.6,2.8,2003
"6152","C",4.4,0.2,1.8,2003
"6153","PG",14.8,6.1,4.4,2004
"6154","SF",21,2.8,6,2004
"6155","PF",3.4,0.5,4.2,2004
"6156","SG",10.2,3.6,1.7,2004
"6157","C",3.5,0.5,3.2,2004
"6158","SG",2.3,0.4,1.3,2004
"6159","SG",6.2,2.6,2.1,2004
"6160","C",8.6,1.8,10.1,2004
"6161","PF",0.5,0,0.8,2004
"6162","C",4.5,0.6,3.7,2004
"6163","PF",11.8,2.2,6.5,2004
"6164","PF",2.7,0.3,1.6,2004
"6165","SF",7.5,0.8,2.3,2004
"6166","PF",0.9,0.3,1.7,2004
"6167","SG",14.2,2.1,2.7,2004
"6168","PG",13.6,6.9,4.1,2005
"6169","SF",4.4,1,2.4,2005
"6170","SF",20.8,2.6,5.7,2005
"6171","SG",7.1,1.1,2.1,2005
"6172","PG",12.4,4.5,1.8,2005
"6173","PF",5.2,1,3.6,2005
"6174","C",3.7,0.5,3,2005
"6175","SG",6.2,1.9,2.9,2005
"6176","PF",15.5,2.4,7.3,2005
"6177","PG",2.2,0.7,0.2,2005
"6178","C",10.3,2.3,10,2005
"6179","PF",0.4,0.1,0.9,2005
"6180","C",9.6,1.5,5.9,2005
"6181","SG",9.7,2,2,2005
"6182","SF",6.4,1,2.1,2005
"6183","PG",13.7,8.2,4.3,2006
"6184","SF",0,1,1,2006
"6185","SF",26.5,2.7,4.9,2006
"6186","SG",3.6,0.4,0.7,2006
"6187","SG",6.1,0.9,1.6,2006
"6188","PG",12.6,3.8,1.4,2006
"6189","PF",5.4,0.8,5.1,2006
"6190","C",4.9,0.7,4.7,2006
"6191","SG",6.7,1.7,2.8,2006
"6192","PG",3.2,2.2,1,2006
"6193","SG",0.9,0.4,0.5,2006
"6194","PF",12.9,1.4,6.3,2006
"6195","PF",3.5,0.2,1.9,2006
"6196","C",12.8,2.1,12,2006
"6197","PF",0,0,0,2006
"6198","PF",5.6,0.6,7.5,2006
"6199","SF",12.1,1.8,3.5,2006
"6200","PG",14,5.4,3.3,2010
"6201","SG",21.5,4.7,4.4,2010
"6202","PF",3.9,0.2,2.6,2010
"6203","C",11.1,0.9,8.4,2010
"6204","C",2.7,0,2.5,2010
"6205","SG",8.5,2.3,1.6,2010
"6206","C",4.1,0.3,7.9,2010
"6207","C",6,0.8,4.6,2010
"6208","PF",17.9,2.1,8.1,2010
"6209","PF",7.5,2.5,11.8,2010
"6210","SF",9.4,0.8,3.3,2010
"6211","SF",10.1,1.2,3.8,2010
"6212","PG",2.6,0.5,0.2,2010
"6213","SG",8.1,2,2.7,2010
"6214","PF",2.3,0.2,2.4,2010
"6215","PG",0.7,0.9,0.3,2010
"6216","PG",12.7,7,3.7,2011
"6217","PG",2.9,1.2,1,2011
"6218","SG",12.2,2.7,2.6,2011
"6219","C",3.8,0.5,3.6,2011
"6220","C",1.4,0,1.4,2011
"6221","SF",15.7,2.4,8.1,2011
"6222","C",0.7,0.1,0.9,2011
"6223","PF",21.8,2.1,8.7,2011
"6224","SF",1.5,0.3,1.3,2011
"6225","C",4.7,2.1,10.3,2011
"6226","SF",12.4,1.5,4.6,2011
"6227","PG",5.5,1.7,0.8,2011
"6228","SG",8.6,2.5,2.2,2011
"6229","C",1.6,0.1,1.4,2011
"6230","SG",15.9,2,3.2,2011
"6231","PG",4.4,3.5,1.9,2015
"6232","SG",12.1,1.7,3,2015
"6233","PF",7.2,0.4,3.8,2015
"6234","PG",16.1,5.6,3.2,2015
"6235","PG",2.7,3,0.7,2015
"6236","PF",0,0.5,1,2015
"6237","C",24.1,3.6,12.6,2015
"6238","PF",8.3,0.7,2.8,2015
"6239","PF",0.7,0,0.3,2015
"6240","PF",6.1,1,6.5,2015
"6241","SG",4.4,0.9,1.3,2015
"6242","SF",8.9,1.5,3.9,2015
"6243","PG",7.4,2.8,2.7,2015
"6244","PF",3.7,0.7,6.4,2015
"6245","SF",21.1,3.7,5.8,2015
"6246","C",3,0.3,2.3,2015
"6247","C",0.7,0.3,0.3,2015
"6248","PG",3.7,2.2,1.3,2016
"6249","C",5.5,0.4,3.6,2016
"6250","PF",6.4,2.3,3.1,2016
"6251","SG",7.2,1.8,3.8,2016
"6252","PF",7.1,1.8,3.9,2016
"6253","SG",6,1.1,1.8,2016
"6254","SF",21.2,2.6,6.8,2016
"6255","SG",9.3,1.1,2,2016
"6256","SF",4.5,1.6,3.1,2016
"6257","PF",18,1.5,8.6,2016
"6258","SG",9.6,3.1,2.5,2016
"6259","C",2.5,0.3,0.9,2016
"6260","PG",8.5,2.8,1.9,2016
"6261","SF",2.7,0.5,1.3,2016
"6262","C",8.6,2.7,7.3,2016
"6263","PG",11.9,5.3,2.4,2016
"6264","PG",3,0.3,0.9,2006
"6265","SF",15.3,4.3,8,2006
"6266","PG",3.4,0.7,1.7,2006
"6267","PF",16.3,2.7,8.6,2006
"6268","PG",10.8,4.5,2.4,2006
"6269","SG",7.5,1.3,2.6,2006
"6270","SG",10.6,1.7,1.9,2006
"6271","C",2.4,1,3.8,2006
"6272","C",5.3,1.2,4.2,2006
"6273","PG",5.6,2.3,1.2,2006
"6274","PF",3,0.5,2.5,2006
"6275","SF",12.5,1.4,5.2,2006
"6276","PF",18,2.4,9.1,2006
"6277","PG",6.2,2.7,1.8,2006
"6278","C",2.1,0.7,1.9,2006
"6279","PG",4,1.5,1.5,2008
"6280","C",0,0.3,0.6,2008
"6281","SF",19.6,2.1,6.1,2008
"6282","C",4.2,0.3,2.2,2008
"6283","PF",5.6,0.3,2.9,2008
"6284","PG",11.9,8.4,3.6,2008
"6285","C",6.4,1.7,8.6,2008
"6286","C",13.6,2.2,6.8,2008
"6287","SG",8.3,1.3,2.4,2008
"6288","SG",8.2,1.9,2.9,2008
"6289","SG",19.1,3.5,5.2,2008
"6290","PG",9.4,3.4,1.9,2008
"6291","SF",6.7,0.9,2.7,2008
"6292","SF",4,0.4,1,2008
"6293","PG",6.9,3.8,1.7,2008
"6294","PF",12.2,2.2,7.2,2008
"6295","SG",1.9,0.4,2.4,2014
"6296","SF",10.5,1.5,4.1,2014
"6297","SG",5.2,1.4,1.5,2014
"6298","C",1.2,0,1.7,2014
"6299","SG",8.5,1.5,2.4,2014
"6300","C",3.4,1.1,4.9,2014
"6301","SF",32,5.5,7.4,2014
"6302","PG",0.3,1.3,0,2014
"6303","PF",4.2,1.3,3.6,2014
"6304","PF",3.5,0.4,1.9,2014
"6305","PG",13.1,4.1,3.9,2014
"6306","SF",3.7,0.3,0,2014
"6307","SG",0,0,0.5,2014
"6308","PG",21.8,6.9,5.7,2014
"6309","SF",1.2,0.2,0.8,2014
"6310","PF",15.1,1,8.8,2014
"6311","C",3.3,0.5,4.1,2014
"6312","SG",6.3,1.5,3.6,2014
"6313","SG",3.4,1,3.8,2015
"6314","SG",10.7,0.8,2.6,2015
"6315","PG",9.5,4.3,1.9,2015
"6316","SG",11.8,2,2.4,2015
"6317","C",15.5,0.7,9,2015
"6318","SG",6.3,0.9,2.3,2015
"6319","SF",25.4,4.1,6.6,2015
"6320","SF",6,1.1,2.4,2015
"6321","PF",6.3,0.4,5.2,2015
"6322","PF",4.1,1.4,3.8,2015
"6323","SF",4.3,0.4,1.7,2015
"6324","PG",28.1,8.6,7.3,2015
"6325","PG",8.4,2.8,1.9,2015
"6326","PF",14.3,0.9,7.8,2015
"6327","SF",1.8,0.3,0.7,2015
"6328","C",7.7,0.9,7.4,2015
"6329","SG",4.8,0.7,3.6,2016
"6330","SG",5.6,0.4,0.9,2016
"6331","PG",5,1.9,1.5,2016
"6332","SG",9.8,2,2.6,2016
"6333","C",12.7,0.4,8.1,2016
"6334","PF",2.8,0,2,2016
"6335","SF",28.2,5,8.2,2016
"6336","SF",3.4,0.4,2,2016
"6337","PF",1.3,0.2,0.9,2016
"6338","C",1.6,0,0.8,2016
"6339","PF",2.1,0.9,2.9,2016
"6340","SG",5.9,2,1.9,2016
"6341","PG",23.5,10.4,7.8,2016
"6342","PF",12.6,0.8,6.8,2016
"6343","C",8,0.8,6.6,2016
"6344","SF",6.6,1,5.1,2017
"6345","PF",5.9,1,3.6,2017
"6346","SF",9,0.9,2.7,2017
"6347","C",14.3,0.9,6.7,2017
"6348","PF",5.5,0.6,2.6,2017
"6349","PF",7,1.5,4.5,2017
"6350","SF",2.8,0.3,1.6,2017
"6351","PF",1.7,0.6,1.6,2017
"6352","PG",3.3,1.1,0.8,2017
"6353","PG",31.6,10.4,10.7,2017
"6354","PG",2.9,2,1.4,2017
"6355","C",11.3,1.1,7.7,2017
"6356","PF",10.8,0.9,6.2,2017
"6357","SG",15.9,2.6,4.4,2017
"6358","SG",6,0.6,1.3,2017
"6359","SG",5,1.2,4.7,2018
"6360","PF",16.2,1.3,5.8,2018
"6361","SF",5.3,0.9,2.1,2018
"6362","C",1.8,0.3,1.1,2018
"6363","SG",2,1.3,0.8,2018
"6364","PF",8.4,0.7,4,2018
"6365","PF",2.3,0.3,2.3,2018
"6366","SF",1.9,0.2,0.9,2018
"6367","PF",2.1,0.3,1.4,2018
"6368","PG",1,0,0.5,2018
"6369","PF",3.9,0.7,2.4,2018
"6370","SF",21.9,3.3,5.6,2018
"6371","PG",6.9,2.5,1.9,2018
"6372","PG",25.4,10.3,10.1,2018
"6373","C",13.9,1.2,9.1,2018
"6374","SG",3.1,0.3,0.8,2018
"6375","SG",4.7,0.4,1.5,2018
"6376","SF",5.7,0.8,2.6,1994
"6377","PG",7.1,6.1,1.8,1994
"6378","C",4.4,0.3,4.6,1994
"6379","PF",2.4,0.4,1.3,1994
"6380","PG",2.5,2.2,0.7,1994
"6381","SG",5,1.7,1.3,1994
"6382","SF",15.1,4.1,7.5,1994
"6383","C",3.2,0.4,3.1,1994
"6384","SG",23.4,4,3.7,1994
"6385","C",11.6,0.6,11.9,1994
"6386","C",0.7,0.3,2.2,1994
"6387","PG",4.5,2.2,1.9,1994
"6388","PG",12.7,6.7,2.9,1994
"6389","PF",8.2,1.3,4.8,1994
"6390","SF",11.2,2.3,4.1,1994
"6391","PF",16.7,1.8,7.1,1994
"6392","PG",5.9,4.4,2.2,1991
"6393","PF",16.6,1.4,7.9,1991
"6394","SG",3.8,1.2,1,1991
"6395","SF",27.6,4.2,10.2,1991
"6396","C",2.1,0.1,1.3,1991
"6397","SG",22.1,3.7,3.9,1991
"6398","PF",3.5,0.3,2.1,1991
"6399","PG",15.8,7,4,1991
"6400","SF",3.5,0.3,1.4,1991
"6401","C",1.9,0.2,4.3,1991
"6402","C",8.9,1.5,7.8,1991
"6403","PG",10,5.2,1.7,1991
"6404","SF",1.3,1.3,3,1991
"6405","SF",14.6,1.4,4.5,1991
"6406","SG",1.7,0,0.2,1991
"6407","PF",11.6,0.8,3.9,2007
"6408","SG",12.4,2.1,3.9,2007
"6409","C",22.6,2.5,10.7,2007
"6410","PG",3,1.4,0.4,2007
"6411","SF",6.4,0.6,3.1,2007
"6412","PF",8.5,1.9,4.9,2007
"6413","PG",8.7,5,1.8,2007
"6414","SG",9.6,1.5,1.9,2007
"6415","PF",3.8,0.3,3.1,2007
"6416","SF",3.7,1,0.8,2007
"6417","SF",8.9,0.7,3.4,2007
"6418","SF",1.8,0.2,1.3,2007
"6419","C",1.4,0.3,1.6,2007
"6420","C",6.2,0.9,4.5,2007
"6421","PG",14,7.9,3.1,2007
"6422","C",1.9,0.1,0.8,2007
"6423","PF",10.2,1.1,3.7,2008
"6424","SG",12.5,2.2,4.1,2008
"6425","SG",9,1.8,4.4,2008
"6426","C",22.3,2.6,8.7,2008
"6427","PG",1.6,1.2,0.4,2008
"6428","SF",8.5,1.2,6.2,2008
"6429","SF",7.2,0.8,1.5,2008
"6430","SF",3.6,0.4,1.8,2008
"6431","PF",3.1,0.4,2.2,2008
"6432","PG",11.2,8.3,2.9,2008
"6433","PF",5.7,0.4,3.7,2008
"6434","PF",2.6,0.5,1.7,2008
"6435","PF",2.7,0.2,1.7,2008
"6436","C",2.2,0.2,1.6,2008
"6437","C",7.8,1.2,4.8,2008
"6438","PG",12.1,6.1,2,2008
"6439","PF",15.4,1.2,5.3,2009
"6440","SG",10.7,3.4,4,2009
"6441","C",22.7,2.5,10,2009
"6442","SG",0.9,0.1,0.6,2009
"6443","C",0.9,0.2,1.6,2009
"6444","SG",8.2,1.3,2,2009
"6445","SF",7.7,0.6,3.7,2009
"6446","PG",12.8,8.9,2.8,2009
"6447","SF",3.9,0.3,2.4,2009
"6448","PG",2.5,1.3,0.8,2009
"6449","PF",0.3,0,0.4,2009
"6450","C",2.6,0.3,1.7,2009
"6451","PF",5,0.3,5.1,2009
"6452","PG",4.3,0.9,1.2,2009
"6453","PG",4.2,2.1,1.1,2009
"6454","SF",12.9,2,8.5,2009
"6455","C",6.6,0.4,2.1,2016
"6456","SF",11.2,1.3,3.3,2016
"6457","C",20.6,2,7.9,2016
"6458","PF",4.7,0.4,2.8,2016
"6459","PG",7,4.4,2.9,2016
"6460","C",6.5,0.6,5.1,2016
"6461","PG",12.8,7.4,4.3,2016
"6462","SG",5.9,1.5,2,2016
"6463","SF",5.8,1.5,5.3,2016
"6464","SG",11.1,0.9,1.8,2016
"6465","SF",2.4,0.9,1.5,2016
"6466","PG",7.3,4.4,2.3,2016
"6467","PF",15.1,1.9,9,2016
"6468","PF",4.3,0.6,5,2016
"6469","SG",7.7,1.1,2.3,2016
"6470","C",4.7,0.3,3.2,2016
"6471","SF",10.7,1.1,4.9,2002
"6472","SG",9.6,2.1,4.5,2002
"6473","SG",4.9,1.7,2,2002
"6474","SF",14.8,1.7,7.6,2002
"6475","C",3.3,0.7,4.2,2002
"6476","C",6.4,0.8,4.3,2002
"6477","PF",3.2,0.5,2.1,2002
"6478","PG",6.9,3.4,1.8,2002
"6479","SG",4.4,1.1,1,2002
"6480","PG",13.4,8.2,3.2,2002
"6481","PF",22.4,4.3,8.6,2002
"6482","SG",4,1,1.2,2002
"6483","PG",5.8,2.2,1.5,2002
"6484","PF",6.7,1.1,3.8,2002
"6485","SF",12,1.7,5.2,2003
"6486","SG",8.6,2,3.5,2003
"6487","PG",2.8,1.2,0.6,2003
"6488","SG",4.6,0.7,1.4,2003
"6489","C",5.4,0.7,6.2,2003
"6490","C",5.5,0.6,2.8,2003
"6491","C",2,0.4,1.5,2003
"6492","PG",10.8,7.7,2.4,2003
"6493","PF",20.6,4.7,7.8,2003
"6494","PG",4.7,4.6,2.1,2003
"6495","SF",17.6,1.7,6.6,2003
"6496","PF",5.7,1,3.3,2003
"6497","C",4.7,0.3,2.7,2003
"6498","PF",16.5,3.1,8.1,2004
"6499","C",4,0.4,3.2,2004
"6500","PG",12.6,5,2.6,2004
"6501","C",3.6,0.9,3.4,2004
"6502","SF",11.3,1.7,3.1,2004
"6503","C",6.8,1.6,7.4,2004
"6504","C",6,1,3.9,2004
"6505","PF",2,0.5,3.5,2004
"6506","SF",16.2,2,7.9,2004
"6507","PF",2.2,1,5,2004
"6508","PF",4.1,0.6,2.6,2004
"6509","SG",5,1.3,1.3,2004
"6510","C",2.5,0.3,1.7,2004
"6511","SG",11.2,1.3,2.9,2004
"6512","PG",7,3.7,1.9,2004
"6513","SF",4.8,0.8,2.1,2004
"6514","PF",2.9,1.1,3.4,2004
"6515","SF",8.3,2.9,4.7,2007
"6516","SG",2.7,0.7,0.9,2007
"6517","PF",20.9,3,11.7,2007
"6518","PG",1.9,1.7,0.9,2007
"6519","SG",10.1,3.3,1.9,2007
"6520","PG",16.2,9.3,3.3,2007
"6521","SG",7.8,1,2.1,2007
"6522","C",2.5,0.7,2.1,2007
"6523","SF",11.6,1.3,4.6,2007
"6524","C",17.6,2,7.2,2007
"6525","PF",6.8,0.8,5.1,2007
"6526","C",2.6,0.4,2.4,2007
"6527","SF",0.7,0,1,2007
"6528","SG",4.6,0.4,1.4,2007
"6529","SF",11,4,4.7,2008
"6530","SG",5,0.9,1.3,2008
"6531","PF",21.1,2.9,10.4,2008
"6532","PG",18.8,10.5,2.9,2008
"6533","C",1.7,0.5,1.7,2008
"6534","PG",2.9,1.5,1,2008
"6535","SG",9.9,1.3,2.3,2008
"6536","C",1.6,0.2,2.8,2008
"6537","SF",8.2,1.1,3.2,2008
"6538","C",14.5,2,7.7,2008
"6539","SG",1.4,0.3,0.2,2008
"6540","PF",8.1,1,5.6,2008
"6541","SG",12,1.8,2.9,2008
"6542","PG",3.7,1.3,0.7,2008
"6543","PF",11.6,2.6,4.8,2009
"6544","PG",2.4,2.6,1.2,2009
"6545","SG",9.1,1.5,2.3,2009
"6546","PF",16.2,2.1,10.4,2009
"6547","PG",19.4,10.7,2.9,2009
"6548","C",1.5,0.3,1.5,2009
"6549","C",4.7,0.4,2.8,2009
"6550","SF",9,1.8,3.3,2009
"6551","C",2.3,0.2,1.8,2009
"6552","SG",4.4,0.4,1.9,2009
"6553","C",17,1.7,7.7,2009
"6554","SG",3.7,0.3,1.5,2009
"6555","PF",13.5,1.8,8.6,2009
"6556","SF",13.7,2.2,3.7,2009
"6557","PG",4,2.1,1.3,2009
"6558","SF",11.9,2.7,4.5,2010
"6559","SF",9.9,1.7,2.7,2010
"6560","PF",19.5,3.2,11.2,2010
"6561","PG",18.7,10.5,4,2010
"6562","C",1.5,0.2,1.2,2010
"6563","SG",7.2,1.7,2.1,2010
"6564","C",2.6,0.3,1.9,2010
"6565","C",13.5,1.6,7,2010
"6566","SG",2.6,0.1,1.4,2010
"6567","PF",11.6,1.6,6.8,2010
"6568","PG",4.3,2.1,1.3,2010
"6569","PG",3.3,1.2,0.9,2010
"6570","SG",9.4,1.5,2.3,2010
"6571","PF",9.4,2.3,7,2006
"6572","SF",13.4,2.3,4.4,2006
"6573","SG",8.4,2.2,2.1,2006
"6574","C",5.2,0.3,3.1,2006
"6575","C",0.8,0.1,1.4,2006
"6576","C",9.2,0.7,9.5,2006
"6577","PG",1.2,0.8,0.9,2006
"6578","SF",4.3,1.1,1.9,2006
"6579","PF",8.6,0.7,5.2,2006
"6580","SG",25.4,2.9,4.3,2006
"6581","PG",12.1,4,2.4,2006
"6582","PG",1.1,0.3,0,2006
"6583","PG",12.2,6.6,4.3,2006
"6584","PF",4.9,2.1,2.3,2006
"6585","C",12.3,3,8.8,2007
"6586","PF",4.4,0.9,5.8,2007
"6587","SG",13.5,3,2.9,2007
"6588","PF",11.8,0.9,5.9,2007
"6589","SG",0,0,0,2007
"6590","PF",1.7,0.2,1.1,2007
"6591","C",4.8,0.5,4.5,2007
"6592","PF",2.7,1,1.8,2007
"6593","PG",14.6,4.4,2.1,2007
"6594","PF",6.1,0.7,2.9,2007
"6595","C",1.2,0.5,2.7,2007
"6596","SG",1.7,1.3,0.9,2007
"6597","SG",4.1,1.3,0.6,2007
"6598","SF",26.7,2.3,3.7,2007
"6599","PG",17.3,6.1,4.8,2007
"6600","SF",14.7,2.9,5.4,2007
"6601","C",14.3,2.6,9.7,2008
"6602","SG",3.5,0.6,2.1,2008
"6603","SF",7.6,1.1,3.3,2008
"6604","SG",7.6,3.1,2.5,2008
"6605","PF",11.7,1,6.1,2008
"6606","C",3.2,0.2,2.8,2008
"6607","SF",9.7,2.1,4.4,2008
"6608","C",2.2,0.3,2.2,2008
"6609","SG",22.7,3.4,4.3,2008
"6610","C",2,0.5,4.1,2008
"6611","PG",17.2,6.3,3.5,2008
"6612","PG",8.1,7.5,3.4,2008
"6613","PG",5.6,2.1,1.6,2008
"6614","PF",8.6,0.8,5.2,2008
"6615","C",11.7,2,10.3,2009
"6616","SG",8.4,2.2,2,2009
"6617","PF",16.2,1.8,6.7,2009
"6618","PG",1.8,0.4,0.3,2009
"6619","C",4,0.6,3.8,2009
"6620","PG",2.3,1.8,0.7,2009
"6621","C",3.4,0.5,3.9,2009
"6622","SF",4.7,0.7,1.9,2009
"6623","SG",5.6,1,3.1,2009
"6624","PF",7.2,1.1,5.9,2009
"6625","PG",9.6,5.1,3.1,2009
"6626","PF",3.2,0.7,2.1,2009
"6627","SG",21.2,2.7,3.2,2009
"6628","PG",12.4,5.7,3.4,2009
"6629","SF",19.6,2.4,4.6,2009
"6630","C",15.9,1.8,10.1,2010
"6631","PG",15.5,5.7,3.4,2010
"6632","SF",11,2.7,5.3,2010
"6633","SG",6.5,1.5,1.8,2010
"6634","C",2.8,0.4,2.9,2010
"6635","PF",0.8,0.1,0.8,2010
"6636","PF",10.4,1,6.3,2010
"6637","SG",8.5,1.7,2.4,2010
"6638","SG",15.4,2.8,3.3,2010
"6639","C",3,0.7,4.2,2010
"6640","PF",6.2,1.1,5.4,2010
"6641","PG",10.4,4,1.8,2010
"6642","SG",11.9,2.2,3,2010
"6643","C",0.9,0,1.2,2010
"6644","PG",3.1,0.9,0.2,2010
"6645","SG",2.1,0.6,0.7,2010
"6646","C",12.8,2,11.1,2011
"6647","PG",16.2,4.8,3.7,2011
"6648","C",0,0,0,2011
"6649","SF",11.5,2.3,4.1,2011
"6650","SF",7.3,1.1,2,2011
"6651","SF",12,1.3,3.6,2011
"6652","PF",11.3,1.3,6.8,2011
"6653","PG",7.2,2.5,1,2011
"6654","PF",9.5,0.9,6.1,2011
"6655","SG",14,3.5,3.7,2011
"6656","C",2.2,0.3,2.9,2011
"6657","PG",7.1,3,1.5,2011
"6658","C",4.3,0.3,3,2011
"6659","PF",6.7,0.9,5.3,2011
"6660","SG",4.4,1.2,0.8,2011
"6661","C",11.3,2.6,8.3,2012
"6662","SG",5.9,3.8,1.7,2012
"6663","PG",19.1,5.5,3.4,2012
"6664","SF",9,2.3,3.9,2012
"6665","SG",0.8,1.2,0.6,2012
"6666","C",13.7,2.6,6.5,2012
"6667","C",5.6,0.9,4.1,2012
"6668","PF",13,1.2,8.9,2012
"6669","PF",1.1,0.3,2.1,2012
"6670","PF",4.7,0.5,2.6,2012
"6671","PF",3.6,0.6,3.1,2012
"6672","PF",7.7,0.7,5.3,2012
"6673","SF",12.3,2.1,3.7,2012
"6674","SG",20.4,6,3.4,2012
"6675","SG",5.5,2.1,2.1,2012
"6676","SF",5,0.5,2.4,2012
"6677","C",5.8,2.1,7.6,2013
"6678","C",0.5,0.3,2.8,2013
"6679","SF",7,1,0.5,2013
"6680","PF",10.8,0.8,5.9,2013
"6681","PF",18.5,3.5,11.3,2013
"6682","SF",2.9,0.7,3.3,2013
"6683","C",2.4,0.3,4,2013
"6684","SF",9.2,1.2,4.2,2013
"6685","SG",12.9,5.6,3.1,2013
"6686","SG",2,0.4,0.4,2013
"6687","SG",16.6,2.2,3.7,2013
"6688","SF",3.1,0.6,1.5,2013
"6689","PG",22.9,6.9,4.1,2013
"6690","C",2.9,1.8,8.1,2017
"6691","C",9.1,0.6,3.9,2017
"6692","C",2.3,0.4,2.6,2017
"6693","SF",9,1,2,2017
"6694","PG",11,5.6,2.3,2017
"6695","PF",6.1,0.6,2.6,2017
"6696","C",4,0.5,5.5,2017
"6697","SG",7.5,1.4,2.9,2017
"6698","SG",8.6,1.5,2.7,2017
"6699","SF",2.8,0.3,0.8,2017
"6700","SG",4.4,0.5,1.1,2017
"6701","PG",4,1.4,1,2017
"6702","PF",19,1.9,11.1,2017
"6703","SG",10.1,1.6,2.8,2017
"6704","PG",25.2,5.8,3.2,2017
"6705","C",0.8,0,0.8,2017
"6706","SF",26.4,8.7,8.6,2017
"6707","SF",5.7,1,2.6,2017
"6708","C",8.1,1,9.2,2017
"6709","C",13.1,1.7,10.2,2008
"6710","C",3.6,0.6,3.3,2008
"6711","SG",1.8,0.5,0.8,2008
"6712","C",2,0.2,1.7,2008
"6713","PG",11.7,2.9,2.1,2008
"6714","SG",3.8,0.4,2.6,2008
"6715","PG",9.1,2.7,2.3,2008
"6716","SG",28.3,5.4,6.3,2008
"6717","PF",14.2,3.5,10.7,2008
"6718","SF",7.2,2.9,3.9,2008
"6719","C",18.9,3.2,8.3,2008
"6720","C",6.6,1.6,3.9,2008
"6721","SG",8.8,1,2.2,2008
"6722","SF",5.5,1.3,3.1,2008
"6723","SF",8.4,1.9,3.3,2008
"6724","C",11.3,1.4,9.4,2011
"6725","PG",6.8,2.7,1.9,2011
"6726","C",2,0.2,1.1,2011
"6727","SG",3.1,0.1,1.4,2011
"6728","PF",0.5,0.3,1.3,2011
"6729","SG",25.3,4.7,5.1,2011
"6730","PF",14.4,3,8.6,2011
"6731","SF",1.7,1.1,1.3,2011
"6732","SF",6.7,1.3,4.3,2011
"6733","SF",8.5,2.1,3.2,2011
"6734","C",18.8,3.3,10.2,2011
"6735","SG",8.7,1.2,1.9,2011
"6736","PG",4,2.2,1.9,2011
"6737","C",0.2,0.3,1.3,2011
"6738","SG",4.3,1.4,0.9,2011
"6739","C",18.7,1.4,11.8,2012
"6740","SG",4.4,0.5,0.8,2012
"6741","SF",2.4,0.7,2,2012
"6742","PG",2.4,1.1,0.8,2012
"6743","SG",4,0.5,2.3,2012
"6744","SG",2,0.4,0.5,2012
"6745","C",5,0.4,4.8,2012
"6746","PF",2.8,1,3.4,2012
